State,City,Station_Name,Last_Update,Latitude,Longitude,PM2.5_Min,PM2.5_Max,PM2.5_Avg,PM10_Min,PM10_Max,PM10_Avg,SO2_Min,SO2_Max,SO2_Avg,CO_Min,CO_Max,CO_Avg,OZONE_Min,OZONE_Max,OZONE_Avg,AQI_Value,Predominant_Parameter,NO2_Min,NO2_Max,NO2_Avg,Year,Month,Month_Name
Delhi,Delhi,"Patparganj, Delhi - DPCC",2023-11-20 12:00:00,28.623763,77.287209,237.0,500.0,377.0,144.0,500.0,322.0,7.0,22.0,16.0,40.0,148.0,105.0,13.0,115.0,58.0,377.0,PM2.5,15.0,144.0,79.0,2023,11,November
Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",2023-11-20 12:00:00,28.674045,77.131023,293.0,500.0,410.0,145.0,481.0,336.0,7.0,18.0,12.0,2.0,132.0,33.0,15.0,41.0,29.0,410.0,PM2.5,60.0,187.0,116.0,2023,11,November
Delhi,Delhi,"Pusa, Delhi - DPCC",2023-11-20 12:00:00,28.639652,77.146275,260.0,438.0,334.0,157.0,432.0,231.0,5.0,15.0,8.0,16.0,110.0,97.0,3.0,17.0,4.0,334.0,PM2.5,33.0,122.0,48.0,2023,11,November
Delhi,Delhi,"Pusa, Delhi - IMD",2023-11-20 12:00:00,28.63611,77.173332,185.0,436.0,314.0,120.0,342.0,193.0,7.0,18.0,12.0,72.0,126.0,121.0,26.0,43.0,35.0,314.0,PM2.5,23.0,106.0,71.0,2023,11,November
Delhi,Delhi,"R K Puram, Delhi - DPCC",2023-11-20 12:00:00,28.563262,77.186937,273.0,465.0,354.0,157.0,423.0,246.0,2.0,48.0,26.0,30.0,101.0,101.0,8.0,159.0,54.0,354.0,PM2.5,24.0,179.0,65.0,2023,11,November
Delhi,Delhi,"Rohini, Delhi - DPCC",2023-11-20 12:00:00,28.732528,77.11992,293.0,492.0,392.0,156.0,459.0,345.0,2.0,12.0,5.0,42.0,151.0,106.0,5.0,83.0,40.0,392.0,PM2.5,14.0,79.0,50.0,2023,11,November
Delhi,Delhi,"Shadipur, Delhi - CPCB",2023-11-20 12:00:00,28.6514781,77.1473105,176.0,500.0,355.0,132.0,500.0,335.0,6.0,76.0,26.0,32.0,103.0,57.0,11.0,66.0,20.0,355.0,PM2.5,51.0,104.0,74.0,2023,11,November
Delhi,Delhi,"Sirifort, Delhi - CPCB",2023-11-20 12:00:00,28.5504249,77.2159377,273.0,448.0,368.0,154.0,436.0,318.0,34.0,49.0,42.0,22.0,122.0,114.0,8.0,76.0,24.0,368.0,PM2.5,33.0,38.0,35.0,2023,11,November
Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",2023-11-20 12:00:00,28.710508,77.249485,253.0,427.0,362.0,145.0,418.0,275.0,1.0,11.0,4.0,2.0,106.0,28.0,4.0,96.0,12.0,362.0,PM2.5,19.0,69.0,36.0,2023,11,November
Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",2023-11-20 12:00:00,28.531346,77.190156,237.0,378.0,318.0,129.0,263.0,171.0,6.0,50.0,14.0,30.0,105.0,77.0,3.0,39.0,14.0,318.0,PM2.5,3.0,81.0,24.0,2023,11,November
Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",2023-11-20 12:00:00,28.672342,77.31526,65.0,361.0,165.0,135.0,418.0,282.0,3.0,10.0,6.0,10.0,153.0,76.0,5.0,21.0,7.0,282.0,PM10,13.0,74.0,42.0,2023,11,November
Delhi,Delhi,"Wazirpur, Delhi - DPCC",2023-11-20 12:00:00,28.699793,77.165453,297.0,500.0,398.0,185.0,500.0,353.0,8.0,33.0,15.0,5.0,170.0,116.0,4.0,68.0,12.0,398.0,PM2.5,7.0,34.0,20.0,2023,11,November
Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",2023-11-20 12:00:00,23.107969,72.574648,73.0,203.0,114.0,88.0,134.0,112.0,2.0,5.0,3.0,12.0,60.0,32.0,24.0,32.0,28.0,114.0,PM2.5,11.0,12.0,12.0,2023,11,November
Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",2023-11-20 12:00:00,22.977134,72.553024,108.0,287.0,176.0,120.0,176.0,141.0,11.0,11.0,11.0,7.0,15.0,10.0,31.0,71.0,32.0,176.0,PM2.5,10.0,11.0,10.0,2023,11,November
Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",2023-11-20 12:00:00,23.002657,72.591912,100.0,287.0,187.0,99.0,168.0,133.0,8.0,97.0,21.0,28.0,94.0,64.0,11.0,90.0,52.0,187.0,PM2.5,11.0,118.0,45.0,2023,11,November
Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",2023-11-20 12:00:00,23.020509,72.579261,48.0,97.0,66.0,74.0,122.0,93.0,1.0,3.0,1.0,12.0,104.0,29.0,1.0,24.0,11.0,93.0,PM10,7.0,22.0,9.0,2023,11,November
Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",2023-11-20 12:00:00,23.016834,72.625775,82.0,273.0,152.0,112.0,187.0,141.0,5.0,7.0,6.0,19.0,100.0,27.0,3.0,61.0,33.0,152.0,PM2.5,2.0,4.0,3.0,2023,11,November
Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",2023-11-20 12:00:00,23.041137,72.456691,71.0,73.0,72.0,94.0,98.0,96.0,15.0,17.0,16.0,22.0,26.0,23.0,30.0,32.0,30.0,96.0,PM10,22.0,24.0,23.0,2023,11,November
Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",2023-11-20 12:00:00,23.023389,72.515201,71.0,73.0,72.0,77.0,78.0,78.0,1.0,4.0,2.0,29.0,32.0,30.0,1.0,48.0,21.0,78.0,PM10,15.0,19.0,17.0,2023,11,November
Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",2023-11-20 12:00:00,23.076793,72.627874,45.0,124.0,73.0,81.0,142.0,100.0,18.0,22.0,19.0,64.0,102.0,74.0,18.0,38.0,24.0,100.0,PM10,13.0,18.0,15.0,2023,11,November
Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",2023-11-20 12:00:00,23.04307,72.562968,93.0,215.0,142.0,116.0,159.0,138.0,3.0,3.0,3.0,36.0,86.0,43.0,5.0,20.0,13.0,142.0,PM2.5,3.0,6.0,5.0,2023,11,November
Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",2023-11-20 12:00:00,21.613267,73.010555,64.0,258.0,140.0,54.0,146.0,100.0,17.0,118.0,47.0,43.0,126.0,92.0,4.0,22.0,14.0,140.0,PM2.5,31.0,32.0,31.0,2023,11,November
Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",2023-11-20 12:00:00,23.163798,72.677768,93.0,159.0,129.0,107.0,137.0,121.0,1.0,3.0,2.0,6.0,16.0,12.0,14.0,39.0,18.0,129.0,PM2.5,7.0,13.0,8.0,2023,11,November
Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",2023-11-20 12:00:00,23.243639,72.68994,133.0,333.0,227.0,108.0,178.0,131.0,5.0,6.0,6.0,29.0,50.0,41.0,30.0,36.0,34.0,227.0,PM2.5,10.0,14.0,11.0,2023,11,November
Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",2023-11-20 12:00:00,23.221714,72.654328,71.0,133.0,95.0,64.0,112.0,86.0,10.0,12.0,11.0,34.0,127.0,46.0,1.0,46.0,15.0,95.0,PM2.5,4.0,26.0,10.0,2023,11,November
Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association",2023-11-20 12:00:00,22.410802,73.097923,23.0,23.0,23.0,16.0,22.0,19.0,7.0,18.0,12.0,50.0,50.0,50.0,8.0,61.0,22.0,50.0,CO,2.0,52.0,10.0,2023,11,November
Gujarat,Surat,"Science Center, Surat - SMC",2023-11-20 12:00:00,21.170046,72.795405,28.0,429.0,199.0,29.0,500.0,194.0,9.0,13.0,11.0,26.0,64.0,51.0,8.0,61.0,22.0,199.0,PM2.5,5.0,18.0,10.0,2023,11,November
Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",2023-11-20 12:00:00,20.362421,72.918013,52.0,303.0,142.0,106.0,331.0,184.0,45.0,46.0,46.0,130.0,185.0,170.0,1.0,6.0,2.0,184.0,PM10,14.0,40.5,26.0,2023,11,November
Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",2023-11-20 12:00:00,22.969611,72.6435,87.0,152.0,107.0,86.0,120.0,101.0,5.0,7.0,6.0,62.0,66.0,64.0,7.0,57.0,34.0,107.0,PM2.5,23.0,124.0,49.0,2023,11,November
Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",2023-11-20 12:00:00,30.379589,76.778328,84.0,283.0,163.0,73.0,152.0,110.0,20.0,28.0,25.0,48.0,113.0,89.0,18.0,36.0,27.0,163.0,PM2.5,77.0,225.0,158.0,2023,11,November
Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",2023-11-20 12:00:00,28.6701,76.9254,204.0,446.0,359.0,106.0,426.0,288.0,1.0,15.0,11.0,88.0,103.0,99.0,55.0,69.0,63.0,359.0,PM2.5,31.0,39.0,36.0,2023,11,November
Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",2023-11-20 12:00:00,28.3419248,77.319699,149.0,381.0,303.0,109.0,365.0,229.0,2.0,14.0,6.0,2.0,108.0,30.0,1.0,62.0,11.0,303.0,PM2.5,11.0,13.0,12.0,2023,11,November
Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",2023-11-20 12:00:00,28.806223,76.141105,74.0,397.0,267.0,109.0,231.0,170.0,7.0,14.0,10.0,19.0,69.0,58.0,17.0,28.0,20.0,267.0,PM2.5,3.0,20.0,14.0,2023,11,November
Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",2023-11-20 12:00:00,28.593883,76.270653,110.0,343.0,244.0,103.0,243.0,157.0,10.0,34.0,16.0,28.0,103.0,72.0,14.0,17.0,15.0,244.0,PM2.5,10.0,18.0,12.0,2023,11,November
Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",2023-11-20 12:00:00,28.2068,76.7997,114.0,378.0,303.0,100.0,387.0,230.0,13.0,18.0,15.0,25.0,113.0,45.0,3.0,147.0,38.0,303.0,PM2.5,45.0,113.0,74.0,2023,11,November
Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",2023-11-20 12:00:00,28.39072,77.30059,357.0,377.0,366.0,169.0,500.0,338.0,7.0,18.0,12.0,4.0,103.0,45.0,6.0,58.0,11.0,366.0,PM2.5,14.0,40.5,26.0,2023,11,November
Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",2023-11-20 12:00:00,28.376058,77.315741,114.0,456.0,298.0,124.0,436.0,264.0,18.0,20.0,19.0,39.0,108.0,89.0,3.0,5.0,3.0,298.0,PM2.5,30.0,32.0,31.0,2023,11,November
Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",2023-11-20 12:00:00,28.4417,77.3217,136.0,500.0,321.0,112.0,500.0,207.0,4.0,8.0,5.0,28.0,119.0,102.0,1.0,37.0,2.0,321.0,PM2.5,30.0,33.0,31.0,2023,11,November
Haryana,Faridabad,"Sector- 16A, Faridabad - HSPCB",2023-11-20 12:00:00,28.4088421,77.3099081,240.0,434.0,338.0,75.0,166.0,117.0,12.0,60.0,46.0,10.0,85.0,28.0,14.0,14.0,14.0,338.0,PM2.5,8.0,43.0,25.0,2023,11,November
Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",2023-11-20 12:00:00,29.503664,75.467934,184.0,423.0,344.0,119.0,344.0,219.0,4.0,53.0,22.0,5.0,29.0,8.0,13.0,77.0,22.0,344.0,PM2.5,29.0,32.0,30.0,2023,11,November
Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",2023-11-20 12:00:00,28.422681,77.148944,43.0,324.0,183.0,41.0,194.0,111.0,7.0,18.0,12.0,63.0,112.0,83.0,3.0,61.0,6.0,183.0,PM2.5,7.0,80.0,17.0,2023,11,November
Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",2023-11-20 12:00:00,28.4227,77.0667,283.0,438.0,345.0,123.0,456.0,242.0,2.0,4.0,3.0,45.0,131.0,106.0,9.0,41.0,11.0,345.0,PM2.5,13.0,18.0,15.0,2023,11,November
Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",2023-11-20 12:00:00,28.4275,77.1465,172.0,314.0,235.0,123.0,229.0,152.0,2.0,5.0,4.0,27.0,51.0,35.0,16.0,76.0,20.0,235.0,PM2.5,8.0,24.0,12.0,2023,11,November
Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB",2023-11-20 12:00:00,28.4501238,77.0263051,54.0,325.0,226.0,75.0,166.0,117.0,11.0,77.0,42.0,54.0,129.0,104.0,8.0,69.0,17.0,226.0,PM2.5,5.0,24.0,13.0,2023,11,November
Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB",2023-11-20 12:00:00,29.14056,75.744941,84.0,348.0,274.0,107.0,358.0,179.0,43.0,114.0,91.0,40.0,133.0,94.0,2.0,164.0,16.0,274.0,PM2.5,6.0,9.0,8.0,2023,11,November
Haryana,Jind,"Police Lines, Jind - HSPCB",2023-11-20 12:00:00,29.307814,76.337619,114.0,373.0,279.0,104.0,232.0,163.0,1.0,19.0,6.0,16.0,73.0,29.0,2.0,29.0,7.0,279.0,PM2.5,9.0,15.0,12.0,2023,11,November
Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",2023-11-20 12:00:00,29.8006,76.4155,119.0,320.0,221.0,138.0,242.0,173.0,4.0,47.0,21.0,10.0,92.0,54.0,16.0,79.0,31.0,221.0,PM2.5,24.0,26.0,25.0,2023,11,November
Haryana,Karnal,"Sector-12, Karnal - HSPCB",2023-11-20 12:00:00,29.6953,77.0027,75.0,279.0,158.0,83.0,190.0,135.0,1.0,45.0,15.0,5.0,5.0,5.0,11.0,12.0,11.0,158.0,PM2.5,7.0,12.0,10.0,2023,11,November
Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",2023-11-20 12:00:00,29.966942,76.875879,123.0,314.0,230.0,101.0,176.0,132.0,1.0,43.0,13.0,19.0,120.0,35.0,3.0,90.0,11.0,230.0,PM2.5,17.0,21.0,19.0,2023,11,November
Haryana,Mandikhera,"General Hospital, Mandikhera - HSPCB",2023-11-20 12:00:00,27.9002,76.9938,31.0,63.0,46.0,130.0,170.0,134.0,31.0,40.0,35.0,8.0,70.0,58.0,24.0,35.0,30.0,134.0,PM10,17.0,21.0,19.0,2023,11,November
Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",2023-11-20 12:00:00,28.360699,76.93609,91.0,336.0,234.0,109.0,299.0,184.0,5.0,92.0,25.0,16.0,116.0,50.0,4.0,104.0,22.0,234.0,PM2.5,2.0,2.0,2.0,2023,11,November
Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB",2023-11-20 12:00:00,28.060249,76.113115,71.0,329.0,234.0,57.0,228.0,160.0,11.0,12.0,12.0,8.0,16.0,15.0,1.0,88.0,6.0,234.0,PM2.5,116.0,182.0,149.0,2023,11,November
Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",2023-11-20 12:00:00,28.1485564,77.3320667,31.0,72.0,58.0,75.0,193.0,131.0,2.0,17.0,9.0,30.0,60.0,54.0,4.0,45.0,10.0,131.0,PM10,5.0,6.0,5.0,2023,11,November
Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ",2023-11-20 12:00:00,30.7057778,76.8531805555555,26.0,96.0,50.0,75.0,166.0,117.0,9.0,10.0,9.0,26.0,28.0,27.0,43.0,54.0,47.0,50.0,PM2.5,24.0,26.0,25.0,2023,11,November
Haryana,Panipat,"Sector-18, Panipat - HSPCB",2023-11-20 12:00:00,29.497973,76.993331,155.0,182.0,165.0,148.0,161.0,153.0,12.0,13.0,12.0,23.0,28.0,25.0,30.0,35.0,32.0,165.0,PM2.5,28.0,31.0,30.0,2023,11,November
Haryana,Rohtak,"MD University, Rohtak - HSPCB",2023-11-20 12:00:00,28.52123,76.37138,130.0,362.0,287.0,75.0,166.0,117.0,1.0,18.0,9.0,10.0,111.0,22.0,35.0,43.0,40.0,287.0,PM2.5,31.0,40.0,35.0,2023,11,November
Haryana,Sirsa,"F-Block, Sirsa - HSPCB",2023-11-20 12:00:00,29.5364,75.0158,260.0,432.0,334.0,134.0,389.0,201.0,12.0,26.0,18.0,48.0,110.0,101.0,23.0,47.0,39.0,334.0,PM2.5,10.0,28.0,13.0,2023,11,November
Haryana,Sonipat,"Murthal, Sonipat - HSPCB",2023-11-20 12:00:00,29.0272,77.0621,175.0,411.0,367.0,105.0,298.0,231.0,12.0,29.0,20.0,20.0,59.0,54.0,16.0,36.0,22.0,367.0,PM2.5,37.0,44.0,40.0,2023,11,November
Haryana,Yamuna Nagar,"Gobind Pura, Yamuna Nagar - HSPCB",2023-11-20 12:00:00,30.1480566,77.2893471,67.0,240.0,143.0,84.0,175.0,133.0,2.0,10.0,6.0,38.0,117.0,56.0,6.0,33.0,8.0,143.0,PM2.5,11.0,103.0,39.0,2023,11,November
Himachal Pradesh,Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB",2023-11-20 12:00:00,30.943887,76.801991,65.0,302.0,110.0,76.0,198.0,106.0,12.0,45.0,20.0,16.0,57.0,25.0,52.0,152.0,80.0,110.0,PM2.5,12.0,62.0,20.0,2023,11,November
Jammu_&_Kashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB",2023-11-20 12:00:00,34.066206,74.81982,57.5,229.0,122.5,75.0,166.0,117.0,7.0,18.0,12.0,18.0,32.0,20.0,6.0,13.0,6.0,137.0,Unknown,14.0,40.5,26.0,2023,11,November
Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB",2023-11-20 12:00:00,23.80569,86.44268,57.5,229.0,122.5,75.0,166.0,117.0,7.0,18.0,12.0,22.0,78.0,41.0,9.0,16.0,10.0,137.0,Unknown,14.0,40.5,26.0,2023,11,November
Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",2023-11-20 12:00:00,16.172806,75.659694,27.0,41.0,40.0,38.0,46.0,39.0,8.0,10.0,8.0,20.0,42.0,30.0,1.0,21.0,8.0,40.0,PM2.5,15.0,17.0,17.0,2023,11,November
Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB",2023-11-20 12:00:00,15.888653,74.541751,18.0,50.0,29.0,34.0,97.0,66.0,12.0,18.0,14.0,46.0,48.0,46.0,19.0,20.0,20.0,66.0,PM10,1.0,33.0,10.0,2023,11,November
Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",2023-11-20 12:00:00,12.9135218,77.5950804,22.0,54.0,31.0,34.0,63.0,44.0,9.0,12.0,12.0,38.0,54.0,49.0,26.0,42.0,27.0,49.0,CO,28.0,28.0,28.0,2023,11,November
Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",2023-11-20 12:00:00,12.951913,77.539784,55.0,120.0,80.0,48.0,118.0,73.0,6.0,7.0,6.0,14.0,88.0,50.0,10.0,12.0,11.0,80.0,PM2.5,9.0,13.0,11.0,2023,11,November
Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",2023-11-20 12:00:00,12.9756843,77.5660749,57.5,229.0,122.5,79.0,103.0,90.0,13.0,14.0,13.0,54.0,92.0,67.0,8.0,61.0,22.0,90.0,PM10,25.0,27.0,26.0,2023,11,November
Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2023-11-20 12:00:00,13.029152,77.585901,21.0,62.0,44.0,32.0,68.0,49.0,26.0,33.0,30.0,22.0,78.0,41.0,7.0,8.0,8.0,49.0,PM10,14.0,40.5,26.0,2023,11,November
Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",2023-11-20 12:00:00,12.938539,77.5901,32.0,56.0,41.0,31.0,56.0,42.0,4.0,5.0,5.0,10.0,25.0,14.0,20.0,47.0,38.0,42.0,PM10,14.0,40.5,26.0,2023,11,November
Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",2023-11-20 12:00:00,12.920984,77.584908,42.0,84.0,59.0,44.0,118.0,70.0,19.0,25.0,21.0,1.0,79.0,32.0,26.0,36.0,34.0,70.0,PM10,12.0,18.0,14.0,2023,11,November
Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB",2023-11-20 12:00:00,12.7816279,77.6299145,22.0,86.0,49.0,47.0,94.0,71.0,16.0,16.0,16.0,34.0,73.0,47.0,23.0,66.0,45.0,71.0,PM10,35.0,36.0,35.0,2023,11,November
Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB",2023-11-20 12:00:00,13.003872,77.664217,16.0,48.0,34.0,18.0,54.0,37.0,8.0,8.0,8.0,23.0,26.0,25.0,1.0,41.0,15.0,37.0,PM10,16.0,17.0,17.0,2023,11,November
Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB",2023-11-20 12:00:00,13.0270199,77.494094,18.0,52.0,34.0,23.0,57.0,36.0,5.0,16.0,9.0,22.0,44.0,37.0,34.0,34.0,34.0,37.0,CO,18.0,25.0,22.0,2023,11,November
Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB",2023-11-20 12:00:00,12.921418,77.502466,57.5,229.0,122.5,75.0,166.0,117.0,7.0,10.0,8.0,44.0,59.0,52.0,40.0,40.0,40.0,137.0,Unknown,31.0,31.0,31.0,2023,11,November
Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB",2023-11-20 12:00:00,12.990328,77.5431385,57.5,229.0,122.5,40.0,47.0,43.0,2.0,3.0,2.0,16.0,54.0,31.0,8.0,61.0,22.0,43.0,PM10,21.0,37.0,26.0,2023,11,November
Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB",2023-11-20 12:00:00,13.0246342,77.5080115,20.0,54.0,38.0,31.0,51.0,43.0,5.0,21.0,8.0,16.0,38.0,26.0,13.0,45.0,26.0,43.0,PM10,15.0,16.0,15.0,2023,11,November
Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",2023-11-20 12:00:00,12.917348,77.622813,53.0,227.0,92.0,45.0,126.0,72.0,4.0,10.0,7.0,2.0,30.0,13.0,16.0,45.0,23.0,92.0,PM2.5,23.0,33.0,26.0,2023,11,November
Karnataka,Bidar,"Naubad, Bidar - KSPCB",2023-11-20 12:00:00,17.930306,77.482194,60.0,222.0,106.0,70.0,121.0,92.0,14.0,20.0,16.0,25.0,56.0,31.0,20.0,41.0,29.0,106.0,PM2.5,7.0,9.0,8.0,2023,11,November
Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",2023-11-20 12:00:00,11.55358,76.55521,20.0,45.0,30.0,37.0,55.0,44.0,2.0,8.0,4.0,18.0,62.0,20.0,14.0,35.0,21.0,44.0,PM10,25.0,32.0,29.0,2023,11,November
Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",2023-11-20 12:00:00,13.428828,77.731418,29.0,67.0,49.0,22.0,63.0,42.0,11.0,16.0,13.0,22.0,30.0,25.0,27.0,44.0,35.0,49.0,PM2.5,3.0,12.0,6.0,2023,11,November
Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB",2023-11-20 12:00:00,13.328028,75.797056,9.0,71.0,37.0,23.0,72.0,46.0,1.0,6.0,4.0,11.0,92.0,27.0,15.0,53.0,23.0,46.0,PM10,17.0,24.0,20.0,2023,11,November
Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB",2023-11-20 12:00:00,14.4758,75.9052,33.0,65.0,45.0,35.0,78.0,53.0,1.0,6.0,3.0,10.0,16.0,14.0,16.0,26.0,22.0,53.0,PM10,8.0,12.0,11.0,2023,11,November
Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB",2023-11-20 12:00:00,15.459706,75.008381,12.0,30.0,22.0,18.0,51.0,39.0,3.0,6.0,4.0,32.0,112.0,62.0,14.0,78.0,38.0,62.0,CO,7.0,31.0,19.0,2023,11,November
Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB",2023-11-20 12:00:00,15.411456,75.638133,16.0,38.0,27.0,21.0,36.0,30.0,2.0,9.0,4.0,46.0,55.0,49.0,21.0,45.0,25.0,49.0,CO,7.0,19.0,13.0,2023,11,November
Karnataka,Hassan,"B.Katihalli, Hassan - KSPCB",2023-11-20 12:00:00,13.008556,76.125258,40.0,73.0,53.0,47.0,88.0,64.0,5.0,36.0,16.0,10.0,35.0,14.0,2.0,22.0,12.0,64.0,PM10,7.0,35.0,16.0,2023,11,November
Karnataka,Haveri,"Ashwini Nagar, Haveri - KSPCB",2023-11-20 12:00:00,14.7918,75.3896,36.0,98.0,64.0,50.0,111.0,76.0,19.0,19.0,19.0,40.0,41.0,40.0,19.0,20.0,19.0,76.0,PM10,15.0,35.0,20.0,2023,11,November
Karnataka,Hubballi,"Deshpande Nagar, Hubballi - KSPCB",2023-11-20 12:00:00,15.351773,75.140726,36.0,73.0,54.0,75.0,166.0,117.0,11.0,11.0,11.0,53.0,66.0,59.0,24.0,58.0,33.0,59.0,CO,22.0,27.0,25.0,2023,11,November
Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB",2023-11-20 12:00:00,15.3714823,75.1160168,17.0,50.0,28.0,22.0,42.0,32.0,1.0,6.0,1.0,20.0,44.0,33.0,27.0,99.0,44.0,44.0,OZONE,7.0,8.0,8.0,2023,11,November
Karnataka,Kalaburagi,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB",2023-11-20 12:00:00,17.321993,76.822628,57.5,229.0,122.5,4.0,105.0,37.0,18.0,69.0,65.0,30.0,44.0,31.0,6.0,58.0,19.0,65.0,SO2,11.0,12.0,12.0,2023,11,November
Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB",2023-11-20 12:00:00,17.336318,76.847397,20.0,48.0,29.0,29.0,71.0,48.0,3.0,11.0,5.0,35.0,54.0,41.0,21.0,66.0,34.0,48.0,PM10,5.0,16.0,9.0,2023,11,November
Karnataka,Kolar,"Tamaka Ind. Area, Kolar - KSPCB",2023-11-20 12:00:00,13.1276288,78.1570122,57.5,229.0,122.5,75.0,166.0,117.0,11.0,13.0,13.0,101.0,106.0,104.0,14.0,47.0,28.0,137.0,Unknown,6.0,50.0,13.0,2023,11,November
Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB",2023-11-20 12:00:00,15.34763,76.181767,22.0,36.0,28.0,34.0,63.0,47.0,18.0,37.0,23.0,34.0,78.0,46.0,9.0,42.0,16.0,47.0,PM10,5.0,22.0,12.0,2023,11,November
Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB",2023-11-20 12:00:00,12.415911,75.73505,12.0,40.0,26.0,18.0,45.0,31.0,4.0,4.0,4.0,3.0,46.0,16.0,23.0,34.0,30.0,31.0,PM10,7.0,15.0,9.0,2023,11,November
Karnataka,Mangalore,"Kadri, Mangalore - KSPCB",2023-11-20 12:00:00,12.88925,74.853,57.5,229.0,122.5,75.0,166.0,117.0,7.0,18.0,12.0,41.0,83.0,52.0,30.0,36.0,33.0,137.0,Unknown,14.0,40.5,26.0,2023,11,November
Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB",2023-11-20 12:00:00,12.21041,76.37376,19.0,37.0,28.0,29.0,52.0,39.0,1.0,4.0,3.0,11.0,44.0,23.0,3.0,78.0,14.0,39.0,PM10,13.0,30.0,22.0,2023,11,November
